BCC_ID,名称,标签,描述,状态,GPU型号,GPU数量,GPU显存,实例规格,主IPv4私网地址,主IPv4公网地址,IP地址,弹性网卡数量,ipv6地址,CPU（核）,内存（GB）,系统盘（GB）,操作系统名称,操作系统版本,支付方式,所在网络,所在子网,创建时间,到期时间,地域,可用区,密钥对id,密钥对名称
"i-qWXqvHWB","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-04","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,项目:调度平台,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.102","","10.90.128.102(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-Cgpa4Jdu","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-05","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,工单:月度需求,申请人:钦夏孟202405674,cce-instance-group-id:cce-ig-2zicvblt,团队:融合链路-测试团队,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.99","","10.90.128.99(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-jugwOn8r","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-06","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-49zcib7u,工单:月度需求,团队:融合链路,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.115","","10.90.128.115(内)  -(公)
","2","","208","1024","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-ZJ1sceDa","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-07","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,项目:调度平台,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.97","","10.90.128.97(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-go6CzUJD","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-08","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-49zcib7u,工单:月度需求,团队:融合链路,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.113","","10.90.128.113(内)  -(公)
","2","","208","1024","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-yXj314eD","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-09","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,项目:调度平台,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.92","","10.90.128.92(内)  -(公)
","2","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-JWl79Cd6","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-10","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-49zcib7u,工单:月度需求,团队:融合链路,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.112","","10.90.128.112(内)  -(公)
","2","","208","1024","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-Vg1jJek7","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-11","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,项目:调度平台,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.91","","10.90.128.91(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-Vv64hyWq","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-12","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-49zcib7u,工单:月度需求,团队:融合链路,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.118","","10.90.128.118(内)  -(公)
","2","","208","1024","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-LzG79Q9S","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-13","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-49zcib7u,工单:月度需求,团队:融合链路,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.114","","10.90.128.114(内)  -(公)
","2","","208","1024","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-XpU9D3eV","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-14","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,项目:调度平台,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.101","","10.90.128.101(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-M7I6wzET","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-15","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,项目:调度平台,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.95","","10.90.128.95(内)  -(公)
","2","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-vJZyYmDx","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-16","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-49zcib7u,工单:月度需求,团队:融合链路,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.117","","10.90.128.117(内)  -(公)
","2","","208","1024","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-WzUviGXn","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-17","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,项目:调度平台,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.104","","10.90.128.104(内)  -(公)
","2","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-nY5Z55PJ","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-18","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-49zcib7u,工单:月度需求,团队:融合链路,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.110","","10.90.128.110(内)  -(公)
","2","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-X0mDu8TL","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-19","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-49zcib7u,工单:月度需求,团队:融合链路,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.106","","10.90.128.106(内)  -(公)
","2","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-1iRfzb1q","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-21","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,项目:调度平台,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.103","","10.90.128.103(内)  -(公)
","2","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-wsb8pYku","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-22","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,项目:调度平台,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.93","","10.90.128.93(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-XJdFkjLW","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-23","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.94","","10.90.128.94(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-aTgVn9wL","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-24","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-49zcib7u,工单:月度需求,团队:融合链路,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.111","","10.90.128.111(内)  -(公)
","3","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-8qrDkXYm","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-25","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-49zcib7u,工单:月度需求,团队:融合链路,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.100","","10.90.128.100(内)  -(公)
","2","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-stH1olbh","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-26","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,项目:调度平台,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.108","","10.90.128.108(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-SSVkEUNo","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-27","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,项目:调度平台,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.107","","10.90.128.107(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-EedTWv4D","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-28","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-49zcib7u,工单:月度需求,团队:融合链路,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.119","","10.90.128.119(内)  -(公)
","2","","208","1024","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-6OFJWRyW","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-29","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-49zcib7u,工单:月度需求,团队:融合链路,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.109","","10.90.128.109(内)  -(公)
","2","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-q6H55I7p","CCE-EBC-triton-server-L20-80wb5vvm-u5esp1do-30","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-49zcib7u,工单:月度需求,团队:融合链路,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.116","","10.90.128.116(内)  -(公)
","2","","208","1024","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T14:01:45","","\u9633\u6CC9","可用区C","",""
"i-SoXWcxG1","CCE-EBC-triton-server-L20-vkbfmdgl-u5esp1do-02","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,项目:调度平台,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.83","","10.90.128.83(内)  -(公)
","2","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T13:29:03","","\u9633\u6CC9","可用区C","",""
"i-cCdTQCIg","CCE-EBC-triton-server-L20-vkbfmdgl-u5esp1do-03","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,项目:调度平台,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.86","","10.90.128.86(内)  -(公)
","2","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T13:29:03","","\u9633\u6CC9","可用区C","",""
"i-Y0ZE1t7D","CCE-EBC-triton-server-L20-vkbfmdgl-u5esp1do-04","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-49zcib7u,工单:月度需求,团队:融合链路,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.89.0.82","","10.89.0.82(内)  -(公)
","2","","208","1024","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-06-11T13:29:03","","\u9633\u6CC9","可用区C","",""
"i-h5DGglOQ","CCE-EBC-triton-server-L20-vkbfmdgl-u5esp1do-10","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,项目:调度平台,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.82","","10.90.128.82(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T13:29:03","","\u9633\u6CC9","可用区C","",""
"i-i3QLKtKF","CCE-EBC-triton-server-L20-vkbfmdgl-u5esp1do-18","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,项目:调度平台,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.90","","10.90.128.90(内)  -(公)
","2","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-11T13:29:03","","\u9633\u6CC9","可用区C","",""
